date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,pickup_datetime,pickup_hour,pickup_day,pickup_dayofweek
2024-07-17 16:03:00,16:03:00,CNR3971108913,driver not found,CID846814,mini,kadugodi,sahakar nagar,,,,,,,2322,unknown,0,4.0,4.0,2024-07-17 16:03:00,16,2024-07-17,Wednesday
2024-07-30 13:05:00,13:05:00,CNR4142708335,success,CID717860,auto,ramamurthy nagar,kadugodi,203.0,30.0,,,No,,386,cash,7,4.0,3.8,2024-07-30 13:05:00,13,2024-07-30,Tuesday
2024-07-18 01:26:00,01:26:00,CNR6264358201,success,CID262114,mini,rajajinagar,ulsoor,126.0,120.0,,,No,,305,upi,1,4.7,4.3,2024-07-18 01:26:00,1,2024-07-18,Thursday
2024-07-22 07:03:00,07:03:00,CNR2970712462,success,CID640755,bike,electronic city,kadugodi,154.0,95.0,,,No,,123,cash,19,3.6,4.3,2024-07-22 07:03:00,7,2024-07-22,Monday
2024-07-19 03:50:00,03:50:00,CNR9387606320,driver not found,CID773148,prime plus,yelahanka,jp nagar,,,,,,,190,unknown,0,4.0,4.0,2024-07-19 03:50:00,3,2024-07-19,Friday
2024-07-10 04:25:00,04:25:00,CNR9604029043,driver not found,CID807812,prime plus,richmond town,varthur,,,,,,,444,unknown,0,4.0,4.0,2024-07-10 04:25:00,4,2024-07-10,Wednesday
2024-07-07 14:31:00,14:31:00,CNR1900476102,success,CID896104,prime sedan,indiranagar,mg road,259.0,130.0,,,No,,267,cash,29,3.8,3.7,2024-07-07 14:31:00,14,2024-07-07,Sunday
2024-07-16 20:03:00,20:03:00,CNR8055479210,success,CID609928,mini,varthur,nagarbhavi,294.0,100.0,,,No,,153,cash,41,3.6,4.4,2024-07-16 20:03:00,20,2024-07-16,Tuesday
2024-07-25 10:25:00,10:25:00,CNR5137762672,success,CID779760,prime suv,mg road,shivajinagar,161.0,60.0,,,No,,142,cash,47,3.3,4.1,2024-07-25 10:25:00,10,2024-07-25,Thursday
2024-07-23 12:24:00,12:24:00,CNR7169805624,success,CID629778,auto,hulimavu,jayanagar,245.0,45.0,,,No,,654,cash,11,3.1,3.3,2024-07-23 12:24:00,12,2024-07-23,Tuesday
2024-07-26 02:18:00,02:18:00,CNR7355559866,canceled by customer,CID674503,auto,jp nagar,rt nagar,,,Driver asked to cancel,,,,249,unknown,0,4.0,4.0,2024-07-26 02:18:00,2,2024-07-26,Friday
2024-07-12 10:15:00,10:15:00,CNR1479120229,success,CID443385,auto,hebbal,indiranagar,182.0,90.0,,,Yes,customer demand,370,cash,14,4.1,3.3,2024-07-12 10:15:00,10,2024-07-12,Friday
2024-07-30 08:55:00,08:55:00,CNR6303760515,success,CID140055,bike,jp nagar,yeshwanthpur,252.0,50.0,,,No,,283,cash,6,3.5,3.5,2024-07-30 08:55:00,8,2024-07-30,Tuesday
2024-07-25 23:51:00,23:51:00,CNR1469120782,success,CID507139,auto,kadugodi,yelahanka,175.0,80.0,,,No,,146,cash,18,3.1,4.6,2024-07-25 23:51:00,23,2024-07-25,Thursday
2024-07-25 00:44:00,00:44:00,CNR6788482874,canceled by customer,CID130423,prime sedan,padmanabhanagar,peenya,,,Driver is not moving towards pickup location,,,,2207,unknown,0,4.0,4.0,2024-07-25 00:44:00,0,2024-07-25,Thursday
2024-07-23 07:16:00,07:16:00,CNR9452435579,canceled by driver,CID997073,ebike,ulsoor,yelahanka,,,,Personal & Car related issue,,,162,unknown,0,4.0,4.0,2024-07-23 07:16:00,7,2024-07-23,Tuesday
2024-07-29 12:48:00,12:48:00,CNR5133482546,canceled by customer,CID182131,bike,varthur,bellandur,,,Driver asked to cancel,,,,226,unknown,0,4.0,4.0,2024-07-29 12:48:00,12,2024-07-29,Monday
2024-07-25 22:48:00,22:48:00,CNR7370688914,canceled by driver,CID124823,prime plus,rajajinagar,langford town,,,,More than permitted people in there,,,830,unknown,0,4.0,4.0,2024-07-25 22:48:00,22,2024-07-25,Thursday
2024-07-15 20:01:00,20:01:00,CNR5583703489,success,CID897938,bike,yeshwanthpur,mg road,259.0,45.0,,,No,,341,cash,21,3.1,4.7,2024-07-15 20:01:00,20,2024-07-15,Monday
2024-07-16 21:56:00,21:56:00,CNR5194118619,success,CID717921,ebike,malleshwaram,hsr layout,203.0,55.0,,,No,,226,cash,17,3.3,4.0,2024-07-16 21:56:00,21,2024-07-16,Tuesday
2024-07-10 22:40:00,22:40:00,CNR1654803155,success,CID305732,prime sedan,langford town,kammanahalli,266.0,55.0,,,No,,550,upi,22,4.5,3.6,2024-07-10 22:40:00,22,2024-07-10,Wednesday
2024-07-18 18:12:00,18:12:00,CNR4067321299,success,CID780977,prime plus,rajarajeshwari nagar,kr puram,252.0,50.0,,,No,,2236,upi,2,3.3,4.7,2024-07-18 18:12:00,18,2024-07-18,Thursday
2024-07-30 01:36:00,01:36:00,CNR8492979892,canceled by customer,CID420044,mini,rajarajeshwari nagar,yelahanka,,,Change of plans,,,,602,unknown,0,4.0,4.0,2024-07-30 01:36:00,1,2024-07-30,Tuesday
2024-07-03 05:07:00,05:07:00,CNR4329968816,driver not found,CID156920,prime suv,basavanagudi,rajajinagar,,,,,,,393,unknown,0,4.0,4.0,2024-07-03 05:07:00,5,2024-07-03,Wednesday
2024-07-14 08:21:00,08:21:00,CNR7152671843,success,CID919619,auto,bannerghatta road,yelahanka,119.0,130.0,,,No,,315,cash,16,4.1,4.5,2024-07-14 08:21:00,8,2024-07-14,Sunday
2024-07-27 01:45:00,01:45:00,CNR1126050451,driver not found,CID548268,prime suv,banashankari,nagarbhavi,,,,,,,2520,unknown,0,4.0,4.0,2024-07-27 01:45:00,1,2024-07-27,Saturday
2024-07-10 18:44:00,18:44:00,CNR1550586869,success,CID344227,prime sedan,jp nagar,hebbal,91.0,100.0,,,No,,778,upi,5,3.1,4.8,2024-07-10 18:44:00,18,2024-07-10,Wednesday
2024-07-01 18:41:00,18:41:00,CNR8932585805,success,CID956698,auto,jayanagar,basavanagudi,231.0,115.0,,,No,,120,cash,18,4.0,3.1,2024-07-01 18:41:00,18,2024-07-01,Monday
2024-07-18 08:46:00,08:46:00,CNR3648265313,canceled by driver,CID877985,ebike,nagarbhavi,richmond town,,,,Personal & Car related issue,,,483,unknown,0,4.0,4.0,2024-07-18 08:46:00,8,2024-07-18,Thursday
2024-07-02 12:28:00,12:28:00,CNR7357526452,success,CID652147,mini,kammanahalli,frazer town,161.0,25.0,,,No,,661,cash,6,5.0,4.6,2024-07-02 12:28:00,12,2024-07-02,Tuesday
2024-07-15 00:33:00,00:33:00,CNR9120854856,success,CID662584,prime plus,whitefield,sarjapur road,126.0,60.0,,,No,,781,cash,3,4.5,3.6,2024-07-15 00:33:00,0,2024-07-15,Monday
2024-07-03 20:52:00,20:52:00,CNR9736540340,canceled by driver,CID608906,auto,jp nagar,ramamurthy nagar,,,,Customer was coughing/sick,,,236,unknown,0,4.0,4.0,2024-07-03 20:52:00,20,2024-07-03,Wednesday
2024-07-09 19:23:00,19:23:00,CNR2119203685,canceled by driver,CID800898,auto,banashankari,varthur,,,,Customer was coughing/sick,,,326,unknown,0,4.0,4.0,2024-07-09 19:23:00,19,2024-07-09,Tuesday
2024-07-24 22:02:00,22:02:00,CNR2040345198,success,CID753169,prime sedan,jayanagar,whitefield,189.0,95.0,,,No,,418,credit card,46,3.9,3.5,2024-07-24 22:02:00,22,2024-07-24,Wednesday
2024-07-03 13:44:00,13:44:00,CNR1988629938,success,CID486202,prime sedan,ramamurthy nagar,banashankari,245.0,95.0,,,No,,1032,upi,20,3.3,3.1,2024-07-03 13:44:00,13,2024-07-03,Wednesday
2024-07-24 09:19:00,09:19:00,CNR5059594952,success,CID349197,mini,jayanagar,kengeri,231.0,55.0,,,No,,2447,upi,46,3.7,4.5,2024-07-24 09:19:00,9,2024-07-24,Wednesday
2024-07-11 10:19:00,10:19:00,CNR9012371632,success,CID448771,prime suv,hulimavu,hosur road,210.0,100.0,,,No,,306,cash,26,4.3,4.9,2024-07-11 10:19:00,10,2024-07-11,Thursday
2024-07-04 20:06:00,20:06:00,CNR9601711712,success,CID767747,prime sedan,yeshwanthpur,frazer town,175.0,75.0,,,No,,125,cash,27,4.2,3.4,2024-07-04 20:06:00,20,2024-07-04,Thursday
2024-07-17 08:07:00,08:07:00,CNR1290232832,success,CID815534,prime suv,mysore road,jayanagar,210.0,125.0,,,No,,419,upi,34,3.8,3.9,2024-07-17 08:07:00,8,2024-07-17,Wednesday
2024-07-22 06:05:00,06:05:00,CNR3050311565,success,CID515925,prime sedan,varthur,richmond town,140.0,145.0,,,No,,194,cash,38,4.7,3.3,2024-07-22 06:05:00,6,2024-07-22,Monday
2024-07-03 09:09:00,09:09:00,CNR3113026144,success,CID417765,prime plus,tumkur road,hennur,126.0,55.0,,,No,,323,cash,24,4.1,3.6,2024-07-03 09:09:00,9,2024-07-03,Wednesday
2024-07-10 01:05:00,01:05:00,CNR9013229304,success,CID688092,ebike,kammanahalli,basavanagudi,308.0,110.0,,,Yes,customer demand,261,cash,36,3.5,3.9,2024-07-10 01:05:00,1,2024-07-10,Wednesday
2024-07-09 02:17:00,02:17:00,CNR7425953661,canceled by customer,CID239119,bike,mysore road,cox town,,,Driver is not moving towards pickup location,,,,1204,unknown,0,4.0,4.0,2024-07-09 02:17:00,2,2024-07-09,Tuesday
2024-07-26 18:36:00,18:36:00,CNR8210239980,success,CID269137,mini,hulimavu,vijayanagar,182.0,45.0,,,No,,206,cash,11,4.7,3.5,2024-07-26 18:36:00,18,2024-07-26,Friday
2024-07-13 03:08:00,03:08:00,CNR5929914739,success,CID212648,prime plus,mg road,hulimavu,56.0,55.0,,,No,,138,upi,46,4.9,4.1,2024-07-13 03:08:00,3,2024-07-13,Saturday
2024-07-17 03:37:00,03:37:00,CNR2799822986,success,CID487237,prime plus,malleshwaram,yelahanka,119.0,145.0,,,No,,328,cash,40,4.5,3.2,2024-07-17 03:37:00,3,2024-07-17,Wednesday
2024-07-28 15:54:00,15:54:00,CNR1904463649,success,CID995024,prime sedan,btm layout,padmanabhanagar,119.0,50.0,,,No,,398,upi,48,4.0,4.4,2024-07-28 15:54:00,15,2024-07-28,Sunday
2024-07-04 23:29:00,23:29:00,CNR9874080289,canceled by driver,CID286902,prime sedan,mysore road,kadugodi,,,,Personal & Car related issue,,,389,unknown,0,4.0,4.0,2024-07-04 23:29:00,23,2024-07-04,Thursday
2024-07-16 18:45:00,18:45:00,CNR7476584917,success,CID531182,auto,cox town,banashankari,63.0,135.0,,,No,,400,credit card,18,3.8,4.2,2024-07-16 18:45:00,18,2024-07-16,Tuesday
2024-07-03 03:56:00,03:56:00,CNR8341970519,success,CID750498,prime plus,indiranagar,bellandur,280.0,130.0,,,No,,943,credit card,40,4.4,4.3,2024-07-03 03:56:00,3,2024-07-03,Wednesday
2024-07-12 05:04:00,05:04:00,CNR1304593714,driver not found,CID104732,mini,hulimavu,hsr layout,,,,,,,481,unknown,0,4.0,4.0,2024-07-12 05:04:00,5,2024-07-12,Friday
2024-07-24 15:50:00,15:50:00,CNR2562910157,canceled by customer,CID640636,auto,mg road,kr puram,,,Driver asked to cancel,,,,496,unknown,0,4.0,4.0,2024-07-24 15:50:00,15,2024-07-24,Wednesday
2024-07-02 06:43:00,06:43:00,CNR1768478342,success,CID510483,prime plus,padmanabhanagar,kammanahalli,91.0,90.0,,,No,,292,upi,28,4.0,4.5,2024-07-02 06:43:00,6,2024-07-02,Tuesday
2024-07-25 04:46:00,04:46:00,CNR9906954740,driver not found,CID718920,ebike,majestic,mg road,,,,,,,222,unknown,0,4.0,4.0,2024-07-25 04:46:00,4,2024-07-25,Thursday
2024-07-11 01:50:00,01:50:00,CNR7648428910,success,CID408731,ebike,cox town,electronic city,168.0,50.0,,,No,,939,cash,14,4.0,4.0,2024-07-11 01:50:00,1,2024-07-11,Thursday
2024-07-09 12:50:00,12:50:00,CNR7990472957,canceled by driver,CID237812,prime plus,vijayanagar,hulimavu,,,,Customer related issue,,,137,unknown,0,4.0,4.0,2024-07-09 12:50:00,12,2024-07-09,Tuesday
2024-07-11 07:56:00,07:56:00,CNR2464727278,success,CID622199,prime sedan,banashankari,rt nagar,105.0,110.0,,,No,,446,cash,19,3.3,3.9,2024-07-11 07:56:00,7,2024-07-11,Thursday
2024-07-01 15:38:00,15:38:00,CNR6780901251,driver not found,CID805628,prime sedan,rajajinagar,koramangala,,,,,,,206,unknown,0,4.0,4.0,2024-07-01 15:38:00,15,2024-07-01,Monday
2024-07-27 00:17:00,00:17:00,CNR5776940798,canceled by driver,CID289093,mini,bellandur,hennur,,,,Customer was coughing/sick,,,538,unknown,0,4.0,4.0,2024-07-27 00:17:00,0,2024-07-27,Saturday
2024-07-23 23:27:00,23:27:00,CNR8402689476,success,CID480957,auto,rt nagar,richmond town,175.0,50.0,,,No,,135,upi,19,4.0,4.9,2024-07-23 23:27:00,23,2024-07-23,Tuesday
2024-07-08 14:40:00,14:40:00,CNR9857563181,canceled by driver,CID185990,bike,richmond town,marathahalli,,,,Personal & Car related issue,,,176,unknown,0,4.0,4.0,2024-07-08 14:40:00,14,2024-07-08,Monday
2024-07-29 03:47:00,03:47:00,CNR6206793747,success,CID967447,ebike,mg road,basavanagudi,266.0,70.0,,,No,,420,upi,24,3.7,3.4,2024-07-29 03:47:00,3,2024-07-29,Monday
2024-07-02 19:35:00,19:35:00,CNR4056575137,success,CID730331,bike,whitefield,ramamurthy nagar,182.0,85.0,,,No,,474,cash,27,4.3,3.6,2024-07-02 19:35:00,19,2024-07-02,Tuesday
2024-07-27 18:32:00,18:32:00,CNR7879289793,canceled by customer,CID926211,prime sedan,shantinagar,kammanahalli,,,Driver is not moving towards pickup location,,,,856,unknown,0,4.0,4.0,2024-07-27 18:32:00,18,2024-07-27,Saturday
2024-07-24 22:06:00,22:06:00,CNR1818791670,success,CID910930,prime plus,rajajinagar,nagarbhavi,189.0,90.0,,,No,,561,upi,29,3.3,3.7,2024-07-24 22:06:00,22,2024-07-24,Wednesday
2024-07-02 10:01:00,10:01:00,CNR4496718126,success,CID524005,prime plus,kengeri,yelahanka,70.0,40.0,,,No,,196,upi,44,4.7,3.7,2024-07-02 10:01:00,10,2024-07-02,Tuesday
2024-07-11 02:47:00,02:47:00,CNR2732802220,success,CID184558,bike,btm layout,bannerghatta road,224.0,85.0,,,No,,493,cash,1,3.3,4.4,2024-07-11 02:47:00,2,2024-07-11,Thursday
2024-07-12 06:12:00,06:12:00,CNR3483632319,success,CID650514,prime sedan,bellandur,yelahanka,294.0,135.0,,,No,,383,cash,42,3.3,3.7,2024-07-12 06:12:00,6,2024-07-12,Friday
2024-07-23 17:44:00,17:44:00,CNR3100038581,success,CID617943,mini,hsr layout,hennur,203.0,115.0,,,No,,414,upi,15,4.6,3.7,2024-07-23 17:44:00,17,2024-07-23,Tuesday
2024-07-19 05:08:00,05:08:00,CNR8639904042,success,CID562587,ebike,basavanagudi,banashankari,91.0,135.0,,,No,,1463,cash,19,4.9,4.4,2024-07-19 05:08:00,5,2024-07-19,Friday
2024-07-06 12:23:00,12:23:00,CNR2116067566,canceled by driver,CID695592,prime sedan,whitefield,tumkur road,,,,More than permitted people in there,,,211,unknown,0,4.0,4.0,2024-07-06 12:23:00,12,2024-07-06,Saturday
2024-07-18 08:44:00,08:44:00,CNR2454437533,success,CID573149,mini,hennur,whitefield,217.0,90.0,,,No,,680,cash,22,4.8,3.6,2024-07-18 08:44:00,8,2024-07-18,Thursday
2024-07-03 06:13:00,06:13:00,CNR4784001365,canceled by driver,CID588174,auto,jayanagar,padmanabhanagar,,,,Personal & Car related issue,,,116,unknown,0,4.0,4.0,2024-07-03 06:13:00,6,2024-07-03,Wednesday
2024-07-06 03:56:00,03:56:00,CNR2619302201,success,CID523523,auto,ulsoor,ramamurthy nagar,35.0,100.0,,,No,,241,upi,1,3.1,4.9,2024-07-06 03:56:00,3,2024-07-06,Saturday
2024-07-12 22:59:00,22:59:00,CNR8891461873,success,CID123808,prime suv,marathahalli,hebbal,210.0,140.0,,,No,,486,upi,20,3.5,3.7,2024-07-12 22:59:00,22,2024-07-12,Friday
2024-07-03 23:59:00,23:59:00,CNR8087830475,canceled by customer,CID981850,bike,padmanabhanagar,mg road,,,AC is Not working,,,,562,unknown,0,4.0,4.0,2024-07-03 23:59:00,23,2024-07-03,Wednesday
2024-07-14 04:20:00,04:20:00,CNR6784725032,success,CID307863,ebike,rajajinagar,mysore road,126.0,80.0,,,No,,376,upi,27,3.9,4.8,2024-07-14 04:20:00,4,2024-07-14,Sunday
2024-07-29 14:32:00,14:32:00,CNR7769055104,success,CID756266,prime plus,hennur,hebbal,301.0,90.0,,,No,,585,upi,15,3.3,4.0,2024-07-29 14:32:00,14,2024-07-29,Monday
2024-07-02 04:29:00,04:29:00,CNR9855909003,success,CID955468,prime sedan,richmond town,electronic city,35.0,120.0,,,No,,778,upi,48,4.7,4.2,2024-07-02 04:29:00,4,2024-07-02,Tuesday
2024-07-12 01:41:00,01:41:00,CNR4968766436,success,CID280612,auto,malleshwaram,chickpet,238.0,125.0,,,No,,1965,cash,11,3.7,3.7,2024-07-12 01:41:00,1,2024-07-12,Friday
2024-07-30 17:00:00,17:00:00,CNR7156837047,success,CID609855,mini,mg road,yeshwanthpur,301.0,35.0,,,No,,858,cash,31,3.4,3.7,2024-07-30 17:00:00,17,2024-07-30,Tuesday
2024-07-16 17:27:00,17:27:00,CNR5544190491,success,CID607125,prime suv,basavanagudi,magadi road,84.0,55.0,,,No,,343,cash,29,4.6,3.1,2024-07-16 17:27:00,17,2024-07-16,Tuesday
2024-07-06 18:35:00,18:35:00,CNR1064371412,success,CID842580,bike,vijayanagar,marathahalli,154.0,25.0,,,No,,538,cash,34,3.5,4.5,2024-07-06 18:35:00,18,2024-07-06,Saturday
2024-07-16 15:38:00,15:38:00,CNR8792043764,success,CID730110,prime sedan,ulsoor,hsr layout,266.0,120.0,,,No,,440,cash,27,4.8,4.6,2024-07-16 15:38:00,15,2024-07-16,Tuesday
2024-07-25 22:22:00,22:22:00,CNR7820931036,driver not found,CID533161,auto,mysore road,ulsoor,,,,,,,356,unknown,0,4.0,4.0,2024-07-25 22:22:00,22,2024-07-25,Thursday
2024-07-15 18:20:00,18:20:00,CNR5850807476,success,CID205016,prime suv,ramamurthy nagar,bellandur,280.0,80.0,,,No,,266,cash,25,4.8,4.5,2024-07-15 18:20:00,18,2024-07-15,Monday
2024-07-23 19:46:00,19:46:00,CNR2790912228,success,CID754811,prime sedan,bellandur,nagarbhavi,224.0,130.0,,,No,,2468,cash,42,4.5,4.4,2024-07-23 19:46:00,19,2024-07-23,Tuesday
2024-07-12 17:44:00,17:44:00,CNR9522632814,canceled by customer,CID589082,bike,frazer town,frazer town,,,Driver is not moving towards pickup location,,,,817,unknown,0,4.0,4.0,2024-07-12 17:44:00,17,2024-07-12,Friday
2024-07-20 16:45:00,16:45:00,CNR4442704007,success,CID838677,prime plus,nagarbhavi,sarjapur road,140.0,80.0,,,No,,348,upi,45,4.2,3.9,2024-07-20 16:45:00,16,2024-07-20,Saturday
2024-07-02 05:40:00,05:40:00,CNR7217066922,success,CID829630,mini,devanahalli,devanahalli,154.0,95.0,,,No,,511,upi,41,3.0,3.2,2024-07-02 05:40:00,5,2024-07-02,Tuesday
2024-07-11 09:09:00,09:09:00,CNR6172674961,success,CID462393,prime sedan,majestic,hosur road,77.0,80.0,,,No,,232,credit card,2,3.4,4.2,2024-07-11 09:09:00,9,2024-07-11,Thursday
2024-07-21 11:07:00,11:07:00,CNR1288106667,canceled by driver,CID668063,mini,banashankari,kammanahalli,,,,Customer related issue,,,494,unknown,0,4.0,4.0,2024-07-21 11:07:00,11,2024-07-21,Sunday
2024-07-18 10:48:00,10:48:00,CNR4867610668,success,CID471534,prime suv,frazer town,sahakar nagar,231.0,45.0,,,No,,435,upi,41,4.1,4.4,2024-07-18 10:48:00,10,2024-07-18,Thursday
2024-07-23 22:38:00,22:38:00,CNR4112995178,canceled by driver,CID404921,prime suv,mg road,kr puram,,,,Customer related issue,,,442,unknown,0,4.0,4.0,2024-07-23 22:38:00,22,2024-07-23,Tuesday
2024-07-02 23:44:00,23:44:00,CNR9813554365,driver not found,CID225081,ebike,electronic city,richmond town,,,,,,,113,unknown,0,4.0,4.0,2024-07-02 23:44:00,23,2024-07-02,Tuesday
2024-07-14 08:40:00,08:40:00,CNR8210187561,success,CID504051,mini,frazer town,sahakar nagar,168.0,110.0,,,No,,496,cash,34,4.1,4.6,2024-07-14 08:40:00,8,2024-07-14,Sunday
2024-07-15 23:33:00,23:33:00,CNR5287803155,success,CID277934,mini,mysore road,majestic,140.0,120.0,,,No,,194,cash,15,3.3,5.0,2024-07-15 23:33:00,23,2024-07-15,Monday
2024-07-16 10:46:00,10:46:00,CNR4294627414,driver not found,CID850056,prime plus,yeshwanthpur,hennur,,,,,,,218,unknown,0,4.0,4.0,2024-07-16 10:46:00,10,2024-07-16,Tuesday
2024-07-14 17:47:00,17:47:00,CNR1127977774,canceled by driver,CID854083,auto,ulsoor,rajajinagar,,,,Customer was coughing/sick,,,307,unknown,0,4.0,4.0,2024-07-14 17:47:00,17,2024-07-14,Sunday
2024-07-02 10:41:00,10:41:00,CNR7094602624,success,CID740454,prime suv,varthur,malleshwaram,161.0,95.0,,,No,,216,cash,37,3.5,4.6,2024-07-02 10:41:00,10,2024-07-02,Tuesday
2024-07-16 21:23:00,21:23:00,CNR6471732001,success,CID292987,prime suv,hulimavu,marathahalli,49.0,30.0,,,No,,235,cash,34,4.8,4.7,2024-07-16 21:23:00,21,2024-07-16,Tuesday
2024-07-20 16:12:00,16:12:00,CNR5416685505,success,CID733037,mini,mysore road,cox town,126.0,60.0,,,No,,497,cash,41,3.3,3.2,2024-07-20 16:12:00,16,2024-07-20,Saturday
2024-07-12 09:29:00,09:29:00,CNR1464489006,success,CID800802,prime suv,yeshwanthpur,peenya,245.0,120.0,,,No,,245,cash,44,4.5,3.5,2024-07-12 09:29:00,9,2024-07-12,Friday
2024-07-21 03:18:00,03:18:00,CNR4771953768,success,CID464411,prime sedan,basavanagudi,sahakar nagar,308.0,115.0,,,No,,831,cash,10,4.7,4.2,2024-07-21 03:18:00,3,2024-07-21,Sunday
2024-07-13 21:18:00,21:18:00,CNR6098148492,canceled by customer,CID519536,prime suv,cox town,whitefield,,,Driver is not moving towards pickup location,,,,741,unknown,0,4.0,4.0,2024-07-13 21:18:00,21,2024-07-13,Saturday
2024-07-04 21:48:00,21:48:00,CNR9285291356,success,CID206826,mini,devanahalli,devanahalli,301.0,25.0,,,No,,126,cash,15,3.7,4.1,2024-07-04 21:48:00,21,2024-07-04,Thursday
2024-07-25 08:36:00,08:36:00,CNR6759609258,canceled by customer,CID697279,prime suv,kammanahalli,hsr layout,,,AC is Not working,,,,459,unknown,0,4.0,4.0,2024-07-25 08:36:00,8,2024-07-25,Thursday
2024-07-14 19:49:00,19:49:00,CNR1319780040,success,CID142707,prime sedan,cox town,yelahanka,245.0,55.0,,,No,,275,upi,3,4.9,3.7,2024-07-14 19:49:00,19,2024-07-14,Sunday
2024-07-05 06:46:00,06:46:00,CNR1092108642,success,CID333842,auto,electronic city,kengeri,245.0,55.0,,,No,,362,upi,2,4.7,4.0,2024-07-05 06:46:00,6,2024-07-05,Friday
2024-07-09 15:34:00,15:34:00,CNR2244170375,success,CID423815,auto,nagarbhavi,rajarajeshwari nagar,168.0,75.0,,,No,,669,upi,10,4.0,4.8,2024-07-09 15:34:00,15,2024-07-09,Tuesday
2024-07-12 00:35:00,00:35:00,CNR6368158295,success,CID523588,prime plus,kengeri,malleshwaram,259.0,145.0,,,No,,429,cash,33,4.4,3.2,2024-07-12 00:35:00,0,2024-07-12,Friday
2024-07-12 06:19:00,06:19:00,CNR9991566645,driver not found,CID887888,bike,jp nagar,rt nagar,,,,,,,1639,unknown,0,4.0,4.0,2024-07-12 06:19:00,6,2024-07-12,Friday
2024-07-05 15:05:00,15:05:00,CNR3186312826,success,CID645796,auto,devanahalli,devanahalli,301.0,25.0,,,No,,117,credit card,3,3.0,4.4,2024-07-05 15:05:00,15,2024-07-05,Friday
2024-07-11 07:28:00,07:28:00,CNR5876270503,success,CID734037,auto,whitefield,hebbal,91.0,30.0,,,No,,285,cash,3,4.2,4.8,2024-07-11 07:28:00,7,2024-07-11,Thursday
2024-07-20 02:25:00,02:25:00,CNR2336218249,canceled by driver,CID803346,bike,rajajinagar,bannerghatta road,,,,Customer was coughing/sick,,,642,unknown,0,4.0,4.0,2024-07-20 02:25:00,2,2024-07-20,Saturday
2024-07-26 14:44:00,14:44:00,CNR8872934358,success,CID696862,prime suv,rajarajeshwari nagar,malleshwaram,126.0,85.0,,,No,,715,upi,15,3.7,3.5,2024-07-26 14:44:00,14,2024-07-26,Friday
2024-07-03 16:19:00,16:19:00,CNR1055840464,success,CID886743,prime suv,hulimavu,banashankari,112.0,100.0,,,No,,537,upi,47,5.0,4.3,2024-07-03 16:19:00,16,2024-07-03,Wednesday
2024-07-10 19:34:00,19:34:00,CNR4719832268,success,CID338972,prime suv,marathahalli,mysore road,231.0,40.0,,,No,,495,upi,49,4.6,4.3,2024-07-10 19:34:00,19,2024-07-10,Wednesday
2024-07-07 20:42:00,20:42:00,CNR2251989748,success,CID850057,prime plus,varthur,jp nagar,266.0,50.0,,,No,,383,cash,2,4.8,3.9,2024-07-07 20:42:00,20,2024-07-07,Sunday
2024-07-17 07:43:00,07:43:00,CNR4264508401,success,CID360629,mini,varthur,padmanabhanagar,175.0,105.0,,,No,,145,cash,3,3.1,3.6,2024-07-17 07:43:00,7,2024-07-17,Wednesday
2024-07-02 11:56:00,11:56:00,CNR4665010207,success,CID585446,prime plus,whitefield,tumkur road,182.0,140.0,,,No,,628,upi,49,3.1,4.7,2024-07-02 11:56:00,11,2024-07-02,Tuesday
2024-07-07 18:42:00,18:42:00,CNR9107969992,driver not found,CID215043,bike,basavanagudi,marathahalli,,,,,,,337,unknown,0,4.0,4.0,2024-07-07 18:42:00,18,2024-07-07,Sunday
2024-07-24 16:53:00,16:53:00,CNR7327804090,success,CID489711,prime suv,padmanabhanagar,chamarajpet,210.0,40.0,,,No,,402,cash,24,5.0,4.9,2024-07-24 16:53:00,16,2024-07-24,Wednesday
2024-07-03 08:00:00,08:00:00,CNR8830624735,success,CID367854,bike,bannerghatta road,padmanabhanagar,119.0,65.0,,,No,,349,upi,26,4.8,3.5,2024-07-03 08:00:00,8,2024-07-03,Wednesday
2024-07-05 02:23:00,02:23:00,CNR1191245018,canceled by customer,CID576401,mini,koramangala,shantinagar,,,Driver is not moving towards pickup location,,,,868,unknown,0,4.0,4.0,2024-07-05 02:23:00,2,2024-07-05,Friday
2024-07-03 04:36:00,04:36:00,CNR6190839493,canceled by driver,CID906838,prime suv,cox town,indiranagar,,,,Personal & Car related issue,,,272,unknown,0,4.0,4.0,2024-07-03 04:36:00,4,2024-07-03,Wednesday
2024-07-03 05:45:00,05:45:00,CNR6443551265,success,CID220168,prime plus,indiranagar,magadi road,119.0,45.0,,,No,,1749,cash,35,4.4,3.2,2024-07-03 05:45:00,5,2024-07-03,Wednesday
2024-07-16 09:25:00,09:25:00,CNR6069027643,success,CID758769,prime plus,bannerghatta road,sahakar nagar,217.0,110.0,,,No,,430,cash,45,3.4,4.8,2024-07-16 09:25:00,9,2024-07-16,Tuesday
2024-07-30 02:58:00,02:58:00,CNR9228852840,success,CID962986,mini,frazer town,magadi road,280.0,100.0,,,No,,847,credit card,39,4.2,3.4,2024-07-30 02:58:00,2,2024-07-30,Tuesday
